64	ли	ли	PART	_	_	_	_	_	@es1987f-words#@es1987f#136.488#136.714
65	у	у	ADP	_	_	_	_	_	@es1987f-words#@es1987f#136.714#136.94
66	человека	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@es1987f-words#@es1987f#136.94#137.166
67	чувство	чувство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@es1987f-words#@es1987f#137.166#137.392
68	юмора	юмор	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@es1987f-words#@es1987f#137.392#137.618
69	/	/	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#137.618#137.844
70	и	и	CCONJ	_	_	_	_	_	@es1987f-words#@es1987f#137.844#138.07
71	какое	какой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@es1987f-words#@es1987f#138.07#138.296
72	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	@es1987f-words#@es1987f#138.296#138.522
73	?	?	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#138.522#138.756
74	ну	ну	PART	_	_	_	_	_	@es1987f-words#@es1987f#143.0#143.203
75	вот	вот	PART	_	_	_	_	_	@es1987f-words#@es1987f#143.203#143.406
76	/	/	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#143.406#143.609
77	в	в	ADP	_	_	_	_	_	@es1987f-words#@es1987f#143.609#143.812
78	общении	общение	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@es1987f-words#@es1987f#143.812#144.015
79	?	?	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#144.015#144.223
80	эх	эх	INTJ	_	_	_	_	_	@es1987f-words#@es1987f#154.353#154.604
81	/	/	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#154.604#154.855
82	надо	надо	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#154.855#155.106
83	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1987f-words#@es1987f#155.106#155.357
84	вас	вы	PRON	_	Case=Acc|Number=Plur|Person=2	_	_	_	@es1987f-words#@es1987f#155.357#155.608
85	вчетвером	вчетвером	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#155.608#155.859
86	/	/	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#155.859#156.11
87	[нрзб]	[нрзб]	X	_	_	_	_	_	@es1987f-words#@es1987f#156.11#156.366
88	ну	ну	PART	_	_	_	_	_	@es1987f-words#@es1987f#189.454#189.704
89	бывало	бывать	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1987f-words#@es1987f#189.704#189.954
90	так	так	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#189.954#190.204
91	что	что	SCONJ	_	_	_	_	_	@es1987f-words#@es1987f#190.204#190.454
92	допустим	допустить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@es1987f-words#@es1987f#190.454#190.704
93	/	/	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#190.704#190.954
94	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@es1987f-words#@es1987f#190.954#191.204
95	пошутили	шутить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1987f-words#@es1987f#191.204#191.454
96	/	/	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#191.454#191.704
97	а	а	CCONJ	_	_	_	_	_	@es1987f-words#@es1987f#191.704#191.954
98	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@es1987f-words#@es1987f#191.954#192.204
99	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@es1987f-words#@es1987f#192.204#192.454
100	серьезный	серьезный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@es1987f-words#@es1987f#192.454#192.704
101	сидит	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@es1987f-words#@es1987f#192.704#192.954
102	?	?	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#192.954#193.215
103	и	и	PART	_	_	_	_	_	@es1987f-words#@es1987f#194.476#194.706
104	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@es1987f-words#@es1987f#194.706#194.936
105	такой	такой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@es1987f-words#@es1987f#194.936#195.166
106	/	/	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#195.166#195.396
107	м	м	INTJ	_	_	_	_	_	@es1987f-words#@es1987f#195.396#195.627
108	#смеется#	#смеется#	X	_	_	_	_	_	@es1987f-words#@es1987f#204.297#205.058
109	ну	ну	PART	_	_	_	_	_	@es1987f-words#@es1987f#210.114#210.418
110	или	или	CCONJ	_	_	_	_	_	@es1987f-words#@es1987f#210.418#210.722
111	наоборот	наоборот	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#210.722#211.026
112	/	/	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#211.026#211.33
113	так	так	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#211.33#211.634
114	/	/	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#211.634#211.938
115	надо	надо	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#211.938#212.242
116	пошутить	шутить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@es1987f-words#@es1987f#212.242#212.546
117	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@es1987f-words#@es1987f#212.546#212.85
118	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@es1987f-words#@es1987f#212.85#213.154
119	наконец	наконец	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#213.154#213.458
120	уже	уже	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#213.458#213.77
121	а	а	PART	_	_	_	_	_	@es1987f-words#@es1987f#239.454#239.749
122	были	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1987f-words#@es1987f#239.749#240.044
123	ли	ли	PART	_	_	_	_	_	@es1987f-words#@es1987f#240.044#240.339
124	ситуации	ситуация	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@es1987f-words#@es1987f#240.339#240.634
125	/	/	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#240.634#240.929
126	когда	когда	SCONJ	_	_	_	_	_	@es1987f-words#@es1987f#240.929#241.224
127	чувство	чувство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@es1987f-words#@es1987f#241.224#241.519
128	юмора	юмор	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@es1987f-words#@es1987f#241.519#241.814
129	/	/	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#241.814#242.109
130	безумно	безумно	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#242.109#242.404
131	помогало	помогать	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1987f-words#@es1987f#242.404#242.699
132	?	?	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#242.699#243.0
133	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@es1987f-words#@es1987f#294.181#294.46
134	что-то	что-то	PRON	_	Case=Nom	_	_	_	@es1987f-words#@es1987f#294.46#294.739
135	в	в	ADP	_	_	_	_	_	@es1987f-words#@es1987f#294.739#295.018
136	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@es1987f-words#@es1987f#295.018#295.297
137	что	что	PRON	_	Case=Acc	_	_	_	@es1987f-words#@es1987f#295.297#295.576
138	бы	бы	RART	_	_	_	_	_	@es1987f-words#@es1987f#295.576#295.855
139	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@es1987f-words#@es1987f#295.855#296.134
140	никогда	никогда	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#296.134#296.413
141	не	не	PART	_	Polarity=Neg	_	_	_	@es1987f-words#@es1987f#296.413#296.692
142	сделали	делать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@es1987f-words#@es1987f#296.692#296.971
143	?	?	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#296.971#297.25
144	ни	ни	PART	_	_	_	_	_	@es1987f-words#@es1987f#297.25#297.529
145	при	при	ADP	_	_	_	_	_	@es1987f-words#@es1987f#297.529#297.808
146	каких	какой	DET	_	Case=Loc|Number=Plur	_	_	_	@es1987f-words#@es1987f#297.808#298.087
147	обстоятельствах	обстоятельство	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur	_	_	_	@es1987f-words#@es1987f#298.087#298.366
148	?	?	PUNCT	_	_	_	_	_	@es1987f-words#@es1987f#298.366#298.658
149	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@es1987f-words#@es1987f#302.058#302.355
150	очень	очень	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#302.355#302.652
151	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@es1987f-words#@es1987f#302.652#302.95
152	давайте	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#6.192#6.701
153	привет	привет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#6.976#7.654
154	#смеется#	#смеется#	X	_	_	_	_	_	@dtp1985m-words#@dtp1985m#14.878#15.515
155	аа	аа	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#16.257#16.557
156	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#16.557#16.857
157	Антон	Антон	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#16.857#17.157
158	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#17.157#17.457
159	чуть-чуть	чуть-чуть	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#17.457#17.757
160	для	для	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#17.757#18.057
161	Бибигона	Бибигон	PROPN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#18.057#18.357
162	дает	давать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#18.357#18.657
163	интервью	интервью	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#18.657#18.964
164	да	да	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#19.578#19.793
165	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#19.793#20.008
166	неплохо	неплохой	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@dtp1985m-words#@dtp1985m#20.008#20.223
167	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#20.223#20.438
168	только	только	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#20.438#20.653
169	аа	аа	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#20.653#20.868
170	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#20.868#21.083
171	пробки	пробка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#21.083#21.304
172	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#21.304#22.243
173	портят	портить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#22.28#22.684
174	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#22.684#23.04
175	еле	еле	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#23.04#23.396
176	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#23.396#23.752
177	успели	успеть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#23.752#24.108
178	сюда	сюда	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#24.108#24.465
179	ну	ну	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#28.496#29.045
180	ээ	ээ	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#29.045#29.241
181	это	это	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#29.241#29.437
182	не	не	PART	_	Polarity=Neg	_	_	_	@dtp1985m-words#@dtp1985m#29.437#29.633
183	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@dtp1985m-words#@dtp1985m#29.633#29.829
184	так	так	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#29.829#30.025
185	думаем	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#30.025#30.221
186	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#30.221#30.417
187	а	а	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#30.417#30.613
188	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#30.613#30.809
189	так	так	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#30.809#31.005
190	и	и	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#31.005#31.201
191	есть	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#31.201#31.397
192	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#31.397#31.593
193	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#31.593#31.789
194	потому	потому	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#31.789#31.985
195	что	что	SCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#31.985#32.183
196	вот	вот	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#32.74#33.011
197	насколько	насколько	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#33.011#33.282
198	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#33.282#33.553
199	там	там	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#33.553#33.824
200	в	в	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#33.824#34.095
201	с...	с..	X	_	_	_	_	_	@dtp1985m-words#@dtp1985m#34.095#34.366
202	в	в	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#34.366#34.637
203	стадии	стадия	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#34.637#34.908
204	своего	свой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#34.908#35.179
205	взросления	взросление	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#35.179#35.45
206	начинает	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#35.45#35.721
207	смеяться	смеяться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@dtp1985m-words#@dtp1985m#35.721#35.992
208	с	с	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#35.992#36.263
209	каких-то	какой-то	DET	_	Case=Gen|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#36.263#36.534
210	других	другой	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#36.534#36.805
211	вещей	вещь	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@dtp1985m-words#@dtp1985m#36.805#37.076
212	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#37.076#37.347
213	да	да	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#37.347#37.618
214	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#37.618#37.889
215	вот	вот	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#37.889#38.16
216	в	в	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#38.16#38.431
217	детстве	детство	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#38.431#38.702
218	его	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@dtp1985m-words#@dtp1985m#38.702#38.973
219	веселит	веселить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#38.973#39.244
220	что	что	SCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#39.244#39.515
221	кого-то	кто-то	PRON	_	Case=Acc	_	_	_	@dtp1985m-words#@dtp1985m#39.515#39.786
222	палкой	палка	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#39.786#40.057
223	бьют	бить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dtp1985m-words#@dtp1985m#40.057#40.335
224	а	а	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#40.587#41.037
225	там	там	ADV	_	Degree=Pos	_	_	_	@dtp1985m-words#@dtp1985m#41.037#41.487
226	мм	мм	INTJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#41.487#41.938
227	вот	вот	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#42.114#42.549
228	да	да	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#44.29#44.534
229	то	то	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#44.534#44.78
230	же	же	PART	_	_	_	_	_	@dtp1985m-words#@dtp1985m#44.78#45.026
231	самое	самый	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#45.026#45.272
232	и	и	CCONJ	_	_	_	_	_	@dtp1985m-words#@dtp1985m#45.272#45.518
233	со	с	ADP	_	_	_	_	_	@dtp1985m-words#@dtp1985m#45.518#45.764
234	временем	время	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#45.764#46.01
235	/	/	PUNCT	_	_	_	_	_	@dtp1985m-words#@dtp1985m#46.01#46.256
236	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dtp1985m-words#@dtp1985m#46.256#46.502
